CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
220709.0,44.0,Male,31.0,18.0,10.0,8.0,Basic,Annual,740.68,15.0,1.0
148216.0,60.0,Male,55.0,22.0,7.0,22.0,Standard,Quarterly,172.0,1.0,1.0
27773.0,50.0,Male,15.0,6.0,10.0,20.0,Basic,Annual,406.0,27.0,1.0
187400.0,33.0,Male,7.0,28.0,8.0,8.0,Standard,Quarterly,589.0,4.0,1.0
125671.0,58.0,Female,44.0,16.0,9.0,22.0,Basic,Quarterly,880.0,19.0,1.0
77697.0,31.0,Male,10.0,30.0,6.0,4.0,Premium,Monthly,206.0,14.0,1.0
107890.0,40.0,Female,34.0,12.0,7.0,24.0,Standard,Monthly,580.0,8.0,1.0
135750.0,18.0,Female,36.0,19.0,9.0,13.0,Standard,Monthly,294.0,4.0,1.0
317785.0,40.0,Female,60.0,9.0,1.0,17.0,Standard,Annual,558.72,3.0,0.0
15710.0,47.0,Female,19.0,10.0,5.0,9.0,Standard,Quarterly,963.0,17.0,1.0
361985.0,50.0,Male,21.0,17.0,5.0,20.0,Premium,Quarterly,552.27,4.0,0.0
229672.0,55.0,Male,36.0,5.0,10.0,13.0,Premium,Monthly,571.89,1.0,1.0
319998.0,28.0,Male,47.0,28.0,2.0,9.0,Standard,Quarterly,884.26,15.0,0.0
323261.0,50.0,Female,38.0,6.0,0.0,17.0,Premium,Annual,731.11,9.0,0.0
297986.0,38.0,Male,53.0,6.0,2.0,12.0,Standard,Quarterly,832.76,15.0,0.0
219966.0,41.0,Female,15.0,5.0,1.0,28.0,Standard,Quarterly,870.33,28.0,1.0
207232.0,29.0,Female,37.0,21.0,7.0,2.0,Standard,Annual,856.58,4.0,1.0
73422.0,40.0,Female,45.0,11.0,0.0,25.0,Standard,Monthly,167.0,23.0,1.0
215628.0,20.0,Male,7.0,13.0,1.0,12.0,Basic,Quarterly,202.09,7.0,1.0
305047.0,42.0,Female,52.0,29.0,3.0,8.0,Premium,Annual,724.31,8.0,0.0
360003.0,39.0,Male,60.0,26.0,2.0,15.0,Standard,Quarterly,564.17,30.0,0.0
410647.0,37.0,Female,43.0,4.0,2.0,11.0,Premium,Quarterly,780.55,5.0,0.0
427862.0,46.0,Female,32.0,16.0,3.0,6.0,Standard,Annual,726.82,10.0,0.0
396479.0,32.0,Male,16.0,22.0,2.0,11.0,Basic,Annual,582.66,29.0,0.0
366695.0,42.0,Male,38.0,7.0,3.0,15.0,Basic,Quarterly,956.62,16.0,0.0
109565.0,38.0,Male,34.0,8.0,9.0,3.0,Standard,Annual,594.0,23.0,1.0
362023.0,30.0,Male,4.0,11.0,2.0,19.0,Premium,Annual,758.7,12.0,0.0
389709.0,38.0,Male,60.0,19.0,0.0,6.0,Premium,Annual,507.93,11.0,0.0
232491.0,57.0,Male,18.0,21.0,2.0,20.0,Premium,Quarterly,141.04,2.0,1.0
247480.0,19.0,Female,53.0,27.0,6.0,7.0,Basic,Quarterly,574.05,28.0,1.0
343093.0,19.0,Male,8.0,19.0,0.0,4.0,Standard,Annual,551.26,18.0,0.0
249922.0,24.0,Female,3.0,6.0,1.0,0.0,Basic,Monthly,546.63,17.0,1.0
80628.0,26.0,Male,17.0,7.0,6.0,28.0,Premium,Monthly,368.0,24.0,1.0
212259.0,30.0,Female,3.0,13.0,3.0,2.0,Standard,Annual,427.92,17.0,1.0
224254.0,38.0,Male,51.0,5.0,3.0,27.0,Basic,Monthly,146.04,18.0,1.0
15922.0,25.0,Female,33.0,9.0,3.0,18.0,Premium,Quarterly,195.0,29.0,1.0
194270.0,54.0,Male,12.0,27.0,6.0,16.0,Basic,Quarterly,110.0,24.0,1.0
120740.0,30.0,Male,39.0,23.0,6.0,29.0,Premium,Quarterly,654.0,7.0,1.0
397454.0,36.0,Male,13.0,28.0,0.0,18.0,Basic,Quarterly,732.71,6.0,0.0
101647.0,61.0,Male,43.0,1.0,3.0,24.0,Standard,Monthly,135.0,15.0,1.0
49922.0,52.0,Female,33.0,20.0,3.0,11.0,Basic,Annual,953.0,6.0,1.0
206241.0,21.0,Female,36.0,30.0,2.0,9.0,Premium,Annual,831.95,21.0,1.0
422622.0,49.0,Male,7.0,27.0,0.0,18.0,Basic,Annual,746.87,10.0,0.0
215685.0,63.0,Male,13.0,27.0,7.0,1.0,Standard,Annual,630.13,27.0,1.0
211077.0,59.0,Female,58.0,19.0,6.0,11.0,Premium,Monthly,994.37,20.0,1.0
102325.0,35.0,Female,2.0,14.0,2.0,19.0,Standard,Annual,322.0,6.0,1.0
121102.0,21.0,Male,24.0,2.0,10.0,27.0,Premium,Annual,667.0,24.0,1.0
389844.0,25.0,Female,36.0,12.0,0.0,14.0,Standard,Annual,510.06,13.0,0.0
130263.0,50.0,Female,4.0,15.0,7.0,24.0,Standard,Monthly,541.0,11.0,1.0
301540.0,34.0,Male,28.0,15.0,2.0,2.0,Basic,Annual,670.54,9.0,0.0
202345.0,37.0,Female,33.0,27.0,1.0,17.0,Premium,Quarterly,445.0,13.0,1.0
259260.0,54.0,Female,41.0,9.0,1.0,21.0,Premium,Annual,385.84,22.0,1.0
422271.0,41.0,Male,15.0,19.0,0.0,2.0,Premium,Quarterly,918.94,30.0,0.0
279907.0,47.0,Male,53.0,1.0,3.0,18.0,Basic,Annual,953.65,1.0,0.0
307591.0,36.0,Male,37.0,16.0,2.0,2.0,Standard,Quarterly,781.57,22.0,0.0
438443.0,50.0,Male,29.0,26.0,5.0,0.0,Premium,Annual,859.21,4.0,0.0
225022.0,56.0,Female,59.0,14.0,6.0,26.0,Basic,Monthly,425.37,11.0,1.0
282223.0,47.0,Male,12.0,21.0,3.0,0.0,Standard,Annual,593.37,17.0,0.0
14136.0,58.0,Male,8.0,17.0,0.0,3.0,Basic,Monthly,795.0,20.0,1.0
123992.0,64.0,Female,25.0,17.0,9.0,15.0,Premium,Quarterly,704.0,17.0,1.0
208657.0,57.0,Male,35.0,29.0,3.0,7.0,Standard,Annual,996.1,8.0,1.0
414050.0,41.0,Male,36.0,16.0,3.0,19.0,Premium,Quarterly,817.93,30.0,0.0
142828.0,57.0,Male,35.0,28.0,9.0,0.0,Premium,Monthly,437.0,18.0,1.0
418414.0,31.0,Female,10.0,25.0,3.0,1.0,Standard,Quarterly,612.74,6.0,0.0
431018.0,27.0,Male,9.0,29.0,0.0,7.0,Standard,Quarterly,826.71,16.0,0.0
411808.0,49.0,Male,57.0,18.0,1.0,4.0,Premium,Quarterly,860.84,18.0,0.0
71704.0,43.0,Female,40.0,16.0,0.0,12.0,Basic,Quarterly,392.0,30.0,1.0
174822.0,60.0,Male,28.0,3.0,10.0,2.0,Standard,Quarterly,354.0,24.0,1.0
100542.0,33.0,Male,54.0,3.0,4.0,4.0,Basic,Quarterly,308.0,7.0,1.0
236617.0,19.0,Female,60.0,4.0,9.0,18.0,Premium,Monthly,852.3,21.0,1.0
284459.0,50.0,Male,33.0,17.0,4.0,6.0,Basic,Quarterly,796.93,29.0,0.0
406083.0,26.0,Male,48.0,28.0,1.0,13.0,Basic,Annual,943.11,13.0,0.0
436859.0,33.0,Male,13.0,21.0,0.0,15.0,Basic,Quarterly,730.54,1.0,0.0
211362.0,39.0,Male,10.0,6.0,0.0,20.0,Premium,Quarterly,196.61,2.0,1.0
289138.0,46.0,Male,30.0,14.0,3.0,17.0,Basic,Quarterly,833.7,7.0,0.0
324680.0,41.0,Male,50.0,7.0,2.0,14.0,Premium,Quarterly,912.24,10.0,0.0
372797.0,21.0,Female,21.0,24.0,1.0,3.0,Premium,Annual,916.6,3.0,0.0
387353.0,42.0,Female,10.0,23.0,2.0,3.0,Standard,Annual,553.37,10.0,0.0
14913.0,59.0,Male,45.0,1.0,9.0,27.0,Basic,Quarterly,988.0,13.0,1.0
37559.0,43.0,Female,43.0,29.0,2.0,22.0,Standard,Annual,764.0,13.0,1.0
266519.0,23.0,Male,60.0,25.0,0.0,11.0,Standard,Quarterly,933.41,1.0,0.0
164406.0,59.0,Male,26.0,20.0,5.0,16.0,Standard,Monthly,918.0,16.0,1.0
34356.0,53.0,Male,50.0,5.0,10.0,21.0,Basic,Annual,903.0,4.0,1.0
86315.0,24.0,Female,29.0,29.0,10.0,8.0,Standard,Monthly,869.0,4.0,1.0
23492.0,52.0,Male,58.0,29.0,7.0,18.0,Standard,Annual,458.0,23.0,1.0
357088.0,21.0,Female,56.0,29.0,0.0,4.0,Basic,Annual,652.86,4.0,0.0
304618.0,50.0,Female,6.0,21.0,2.0,10.0,Basic,Quarterly,710.15,13.0,0.0
428515.0,40.0,Male,32.0,28.0,4.0,17.0,Premium,Quarterly,628.85,1.0,0.0
435285.0,37.0,Male,2.0,18.0,2.0,7.0,Standard,Quarterly,899.73,11.0,0.0
404485.0,34.0,Male,4.0,14.0,1.0,20.0,Standard,Annual,599.56,12.0,0.0
336127.0,20.0,Female,39.0,26.0,2.0,19.0,Standard,Annual,813.33,11.0,0.0
363859.0,38.0,Male,13.0,13.0,0.0,2.0,Basic,Quarterly,836.86,21.0,0.0
150912.0,39.0,Female,26.0,6.0,3.0,25.0,Basic,Monthly,841.0,24.0,1.0
148745.0,37.0,Female,9.0,28.0,5.0,26.0,Standard,Quarterly,573.0,7.0,1.0
369913.0,50.0,Female,46.0,17.0,1.0,18.0,Premium,Annual,597.77,10.0,0.0
145295.0,18.0,Male,13.0,15.0,10.0,24.0,Standard,Annual,545.0,22.0,1.0
316827.0,41.0,Male,26.0,20.0,4.0,3.0,Premium,Quarterly,624.04,2.0,0.0
379059.0,26.0,Male,55.0,7.0,1.0,16.0,Standard,Annual,501.58,6.0,0.0
352269.0,35.0,Male,32.0,27.0,2.0,4.0,Premium,Quarterly,544.19,29.0,0.0
386007.0,48.0,Male,4.0,29.0,1.0,15.0,Premium,Quarterly,660.71,18.0,0.0
50.0,30.0,Male,24.0,7.0,6.0,13.0,Standard,Annual,874.0,3.0,1.0
40966.0,32.0,Female,57.0,3.0,9.0,29.0,Standard,Monthly,289.0,17.0,1.0
341036.0,29.0,Male,39.0,1.0,1.0,8.0,Standard,Annual,524.07,23.0,0.0
339395.0,37.0,Male,49.0,24.0,2.0,2.0,Standard,Quarterly,723.39,5.0,0.0
56557.0,30.0,Female,55.0,7.0,3.0,15.0,Standard,Monthly,927.0,23.0,1.0
377935.0,39.0,Male,30.0,27.0,1.0,1.0,Premium,Quarterly,647.08,3.0,0.0
228399.0,38.0,Male,60.0,19.0,5.0,5.0,Standard,Annual,398.03,15.0,1.0
127866.0,34.0,Female,54.0,10.0,10.0,14.0,Premium,Quarterly,447.0,7.0,1.0
374054.0,39.0,Male,18.0,25.0,3.0,8.0,Premium,Annual,778.71,5.0,0.0
286072.0,23.0,Female,16.0,16.0,2.0,17.0,Premium,Quarterly,817.78,14.0,0.0
324597.0,23.0,Female,33.0,5.0,0.0,14.0,Premium,Quarterly,794.61,14.0,0.0
198652.0,31.0,Male,30.0,25.0,4.0,14.0,Standard,Annual,582.0,19.0,1.0
372214.0,29.0,Male,9.0,13.0,0.0,12.0,Premium,Quarterly,502.85,20.0,0.0
407597.0,49.0,Male,21.0,22.0,4.0,8.0,Premium,Quarterly,856.83,21.0,0.0
283737.0,32.0,Male,27.0,1.0,0.0,8.0,Premium,Annual,915.91,27.0,0.0
391625.0,42.0,Female,24.0,18.0,2.0,19.0,Premium,Annual,824.68,1.0,0.0
11482.0,26.0,Male,28.0,1.0,4.0,27.0,Standard,Annual,447.0,16.0,1.0
1164.0,25.0,Male,17.0,12.0,0.0,10.0,Standard,Annual,427.0,27.0,1.0
242379.0,33.0,Male,39.0,11.0,0.0,15.0,Basic,Annual,101.08,16.0,1.0
402638.0,40.0,Female,39.0,12.0,0.0,20.0,Standard,Quarterly,528.57,2.0,0.0
114801.0,29.0,Female,24.0,4.0,9.0,19.0,Standard,Monthly,384.0,22.0,1.0
256338.0,35.0,Male,23.0,11.0,8.0,26.0,Basic,Monthly,561.56,6.0,1.0
405847.0,26.0,Male,37.0,12.0,2.0,16.0,Standard,Quarterly,791.52,1.0,0.0
409197.0,37.0,Male,59.0,22.0,2.0,13.0,Standard,Quarterly,792.74,15.0,0.0
141533.0,38.0,Female,19.0,15.0,3.0,29.0,Standard,Monthly,128.0,19.0,1.0
124867.0,53.0,Male,36.0,4.0,7.0,14.0,Standard,Annual,784.0,2.0,1.0
231051.0,57.0,Male,43.0,11.0,6.0,27.0,Standard,Annual,514.18,18.0,1.0
431460.0,37.0,Male,47.0,7.0,1.0,17.0,Standard,Annual,807.87,24.0,0.0
250071.0,48.0,Male,56.0,8.0,10.0,23.0,Basic,Quarterly,631.32,14.0,1.0
361804.0,33.0,Male,15.0,17.0,1.0,1.0,Standard,Annual,927.51,27.0,0.0
61060.0,32.0,Female,51.0,28.0,8.0,28.0,Premium,Quarterly,558.0,26.0,1.0
112842.0,48.0,Female,22.0,16.0,7.0,22.0,Standard,Monthly,839.0,8.0,1.0
430143.0,44.0,Male,51.0,29.0,2.0,3.0,Standard,Annual,840.03,12.0,0.0
366425.0,18.0,Male,6.0,2.0,0.0,17.0,Basic,Quarterly,856.69,10.0,0.0
68714.0,47.0,Male,30.0,23.0,8.0,19.0,Basic,Quarterly,149.0,10.0,1.0
393139.0,30.0,Female,32.0,2.0,1.0,10.0,Premium,Annual,860.84,14.0,0.0
168563.0,20.0,Male,1.0,23.0,7.0,0.0,Standard,Monthly,253.0,8.0,1.0
154336.0,53.0,Male,46.0,22.0,1.0,4.0,Standard,Quarterly,274.0,22.0,1.0
265515.0,49.0,Male,22.0,26.0,4.0,4.0,Basic,Quarterly,692.3,5.0,0.0
48354.0,33.0,Male,31.0,21.0,4.0,0.0,Basic,Quarterly,187.0,6.0,1.0
235439.0,42.0,Female,48.0,14.0,4.0,29.0,Basic,Annual,450.66,10.0,1.0
308645.0,33.0,Male,20.0,30.0,1.0,13.0,Basic,Annual,944.64,27.0,0.0
54704.0,25.0,Female,58.0,19.0,9.0,14.0,Standard,Monthly,919.0,17.0,1.0
68678.0,30.0,Female,1.0,7.0,3.0,28.0,Basic,Quarterly,465.0,22.0,1.0
260999.0,45.0,Male,27.0,12.0,1.0,9.0,Basic,Annual,996.33,10.0,0.0
216597.0,20.0,Male,39.0,10.0,1.0,30.0,Basic,Monthly,874.37,14.0,1.0
136609.0,41.0,Female,50.0,14.0,0.0,18.0,Premium,Annual,373.0,26.0,1.0
257980.0,57.0,Female,16.0,8.0,5.0,25.0,Basic,Monthly,333.73,26.0,1.0
242565.0,57.0,Female,39.0,4.0,6.0,22.0,Premium,Quarterly,716.56,26.0,1.0
131768.0,34.0,Female,48.0,22.0,0.0,2.0,Standard,Annual,245.0,1.0,1.0
226236.0,43.0,Male,49.0,3.0,1.0,0.0,Premium,Monthly,548.38,10.0,1.0
69283.0,64.0,Female,2.0,1.0,2.0,4.0,Standard,Monthly,210.0,28.0,1.0
117516.0,38.0,Male,11.0,28.0,9.0,8.0,Basic,Quarterly,377.0,25.0,1.0
371842.0,33.0,Female,23.0,22.0,3.0,5.0,Standard,Annual,542.22,9.0,0.0
133746.0,35.0,Male,10.0,22.0,4.0,16.0,Basic,Quarterly,361.0,19.0,1.0
249431.0,30.0,Male,21.0,23.0,4.0,22.0,Standard,Quarterly,305.57,28.0,1.0
371877.0,40.0,Female,43.0,15.0,0.0,11.0,Standard,Quarterly,729.54,13.0,0.0
328599.0,25.0,Male,19.0,10.0,0.0,14.0,Standard,Quarterly,981.71,26.0,0.0
363547.0,23.0,Female,15.0,21.0,1.0,15.0,Standard,Quarterly,530.32,10.0,0.0
258015.0,22.0,Male,12.0,15.0,0.0,29.0,Standard,Quarterly,514.13,16.0,1.0
52803.0,34.0,Male,24.0,4.0,7.0,0.0,Basic,Monthly,833.0,4.0,1.0
89510.0,45.0,Female,18.0,28.0,0.0,2.0,Standard,Quarterly,542.0,26.0,1.0
165222.0,27.0,Female,2.0,19.0,0.0,10.0,Standard,Quarterly,857.0,16.0,1.0
253155.0,27.0,Male,60.0,23.0,1.0,22.0,Basic,Quarterly,634.85,29.0,1.0
301340.0,33.0,Female,2.0,11.0,3.0,0.0,Standard,Quarterly,706.67,2.0,0.0
4814.0,58.0,Male,8.0,1.0,2.0,27.0,Standard,Quarterly,742.0,29.0,1.0
439733.0,40.0,Female,40.0,9.0,2.0,20.0,Basic,Quarterly,888.17,3.0,0.0
346541.0,31.0,Female,49.0,1.0,0.0,4.0,Premium,Quarterly,640.7,8.0,0.0
163485.0,48.0,Male,34.0,18.0,8.0,27.0,Standard,Annual,954.0,29.0,1.0
40735.0,46.0,Male,39.0,8.0,8.0,29.0,Basic,Quarterly,315.0,29.0,1.0
215124.0,58.0,Female,43.0,16.0,0.0,18.0,Standard,Monthly,240.69,17.0,1.0
344456.0,18.0,Male,5.0,11.0,1.0,11.0,Premium,Quarterly,903.38,11.0,0.0
332996.0,40.0,Male,3.0,13.0,2.0,20.0,Standard,Annual,737.92,6.0,0.0
184853.0,43.0,Male,12.0,1.0,8.0,19.0,Premium,Annual,600.0,25.0,1.0
131358.0,35.0,Male,37.0,27.0,8.0,2.0,Premium,Annual,877.0,8.0,1.0
42361.0,20.0,Male,47.0,7.0,1.0,6.0,Premium,Annual,110.0,25.0,1.0
141322.0,54.0,Male,11.0,1.0,3.0,25.0,Basic,Quarterly,704.0,10.0,1.0
188465.0,58.0,Male,12.0,2.0,5.0,7.0,Standard,Quarterly,139.0,3.0,1.0
327208.0,47.0,Male,11.0,12.0,2.0,2.0,Basic,Annual,655.8,8.0,0.0
360137.0,38.0,Male,40.0,20.0,1.0,18.0,Standard,Quarterly,740.44,23.0,0.0
387832.0,30.0,Female,47.0,27.0,2.0,4.0,Premium,Quarterly,796.2,3.0,0.0
419649.0,44.0,Female,22.0,16.0,1.0,18.0,Premium,Annual,925.31,3.0,0.0
420950.0,50.0,Female,42.0,18.0,1.0,3.0,Premium,Annual,610.94,2.0,0.0
295589.0,29.0,Female,59.0,24.0,2.0,7.0,Basic,Annual,955.36,12.0,0.0
392669.0,45.0,Male,43.0,13.0,2.0,19.0,Premium,Quarterly,605.48,22.0,0.0
433969.0,23.0,Female,21.0,16.0,2.0,10.0,Premium,Quarterly,805.79,15.0,0.0
387643.0,41.0,Male,17.0,11.0,0.0,5.0,Basic,Quarterly,957.84,13.0,0.0
392320.0,41.0,Male,59.0,3.0,0.0,8.0,Standard,Annual,627.29,6.0,0.0
126242.0,39.0,Female,19.0,7.0,4.0,10.0,Premium,Monthly,897.0,20.0,1.0
393317.0,36.0,Male,42.0,13.0,3.0,10.0,Standard,Quarterly,598.68,1.0,0.0
162211.0,56.0,Male,25.0,23.0,0.0,24.0,Premium,Quarterly,999.0,12.0,1.0
69375.0,41.0,Female,17.0,20.0,9.0,25.0,Standard,Quarterly,660.0,4.0,1.0
396074.0,23.0,Male,12.0,24.0,0.0,3.0,Standard,Annual,908.71,21.0,0.0
348087.0,43.0,Male,33.0,25.0,1.0,20.0,Premium,Quarterly,933.81,13.0,0.0
188299.0,59.0,Female,38.0,15.0,2.0,11.0,Basic,Annual,529.0,1.0,1.0
80766.0,55.0,Male,50.0,26.0,0.0,30.0,Standard,Quarterly,330.0,28.0,1.0
41673.0,64.0,Male,24.0,12.0,3.0,10.0,Standard,Quarterly,202.0,27.0,1.0
235697.0,30.0,Male,30.0,15.0,7.0,4.0,Basic,Monthly,276.61,25.0,1.0
66894.0,64.0,Female,29.0,24.0,0.0,16.0,Basic,Annual,457.0,8.0,1.0
161855.0,38.0,Female,4.0,14.0,9.0,6.0,Standard,Quarterly,167.0,24.0,1.0
322764.0,42.0,Female,44.0,19.0,4.0,17.0,Premium,Quarterly,742.82,8.0,0.0
266237.0,41.0,Male,40.0,26.0,2.0,8.0,Basic,Annual,687.12,5.0,0.0
325337.0,49.0,Female,54.0,6.0,4.0,12.0,Basic,Quarterly,948.76,12.0,0.0
397842.0,21.0,Female,49.0,16.0,2.0,2.0,Basic,Annual,631.19,11.0,0.0
195352.0,22.0,Female,36.0,12.0,2.0,16.0,Basic,Annual,852.0,3.0,0.0
302328.0,50.0,Male,1.0,30.0,2.0,15.0,Standard,Quarterly,665.79,1.0,0.0
323696.0,26.0,Male,20.0,19.0,1.0,14.0,Basic,Annual,688.78,29.0,0.0
104484.0,22.0,Male,1.0,7.0,3.0,28.0,Premium,Monthly,937.0,21.0,1.0
343044.0,33.0,Female,60.0,28.0,3.0,3.0,Basic,Annual,786.49,14.0,0.0
68551.0,46.0,Female,49.0,6.0,2.0,29.0,Basic,Annual,648.0,1.0,1.0
315241.0,32.0,Male,39.0,11.0,0.0,17.0,Premium,Annual,619.81,2.0,0.0
336372.0,44.0,Male,56.0,30.0,4.0,3.0,Basic,Quarterly,598.59,16.0,0.0
31464.0,52.0,Female,50.0,26.0,0.0,7.0,Standard,Monthly,208.0,13.0,1.0
181283.0,27.0,Female,11.0,21.0,6.0,21.0,Basic,Quarterly,839.0,23.0,1.0
30109.0,45.0,Female,19.0,16.0,8.0,7.0,Basic,Annual,333.0,12.0,1.0
338166.0,36.0,Male,40.0,23.0,1.0,15.0,Premium,Quarterly,694.1,17.0,0.0
52760.0,33.0,Female,32.0,18.0,1.0,7.0,Basic,Annual,987.0,16.0,1.0
291996.0,33.0,Female,33.0,21.0,3.0,6.0,Standard,Annual,671.75,10.0,0.0
397262.0,50.0,Male,42.0,7.0,3.0,9.0,Basic,Annual,548.13,4.0,0.0
392679.0,40.0,Female,3.0,24.0,0.0,8.0,Premium,Quarterly,892.55,5.0,0.0
228281.0,18.0,Male,57.0,27.0,8.0,14.0,Basic,Annual,300.73,26.0,1.0
391920.0,28.0,Male,59.0,11.0,2.0,17.0,Basic,Quarterly,672.49,20.0,0.0
429927.0,32.0,Male,48.0,21.0,2.0,18.0,Standard,Quarterly,917.02,16.0,0.0
87695.0,34.0,Male,49.0,10.0,5.0,29.0,Premium,Annual,633.0,30.0,1.0
329372.0,34.0,Male,25.0,30.0,2.0,13.0,Standard,Quarterly,687.1,17.0,0.0
196657.0,23.0,Male,36.0,20.0,1.0,7.0,Basic,Annual,758.0,1.0,0.0
48494.0,52.0,Female,42.0,3.0,7.0,10.0,Basic,Annual,622.0,10.0,1.0
77571.0,53.0,Male,48.0,10.0,10.0,11.0,Basic,Annual,412.0,24.0,1.0
428274.0,50.0,Male,46.0,17.0,3.0,10.0,Standard,Quarterly,881.49,6.0,0.0
369457.0,50.0,Male,30.0,8.0,4.0,5.0,Premium,Annual,614.24,19.0,0.0
54316.0,38.0,Male,26.0,5.0,9.0,10.0,Premium,Quarterly,397.0,19.0,1.0
267497.0,36.0,Male,19.0,19.0,2.0,14.0,Standard,Quarterly,855.7,10.0,0.0
327356.0,49.0,Female,58.0,20.0,3.0,20.0,Premium,Annual,876.29,2.0,0.0
21708.0,55.0,Male,11.0,20.0,0.0,0.0,Standard,Monthly,129.0,23.0,1.0
393799.0,40.0,Male,60.0,11.0,2.0,1.0,Basic,Quarterly,838.78,28.0,0.0
220027.0,43.0,Male,38.0,28.0,3.0,21.0,Standard,Annual,292.93,10.0,1.0
127318.0,28.0,Male,12.0,10.0,8.0,1.0,Basic,Quarterly,560.0,20.0,1.0
425595.0,50.0,Female,7.0,20.0,5.0,7.0,Basic,Quarterly,700.16,5.0,0.0
318784.0,24.0,Male,20.0,30.0,1.0,5.0,Standard,Annual,919.54,28.0,0.0
279716.0,31.0,Female,44.0,8.0,0.0,15.0,Basic,Quarterly,679.5,10.0,0.0
304444.0,45.0,Male,3.0,18.0,0.0,19.0,Premium,Quarterly,973.75,1.0,0.0
111886.0,45.0,Female,58.0,25.0,4.0,29.0,Basic,Quarterly,366.0,19.0,1.0
317135.0,30.0,Male,57.0,6.0,1.0,14.0,Premium,Quarterly,735.94,18.0,0.0
304639.0,47.0,Male,42.0,21.0,2.0,0.0,Standard,Annual,798.36,13.0,0.0
165724.0,63.0,Male,49.0,5.0,4.0,1.0,Basic,Quarterly,424.0,30.0,1.0
372234.0,36.0,Male,60.0,24.0,2.0,15.0,Premium,Quarterly,522.56,5.0,0.0
445056.0,36.0,Male,45.0,23.0,0.0,5.0,Premium,Quarterly,528.47,11.0,0.0
333053.0,23.0,Male,9.0,24.0,2.0,0.0,Standard,Quarterly,665.33,1.0,0.0
44102.0,59.0,Male,56.0,9.0,0.0,18.0,Premium,Monthly,410.0,10.0,1.0
333875.0,40.0,Male,24.0,12.0,3.0,16.0,Premium,Annual,853.64,5.0,0.0
21521.0,33.0,Male,26.0,19.0,8.0,11.0,Standard,Annual,491.0,13.0,1.0
159888.0,40.0,Male,45.0,13.0,1.0,18.0,Basic,Annual,691.0,7.0,0.0
279957.0,26.0,Male,59.0,16.0,1.0,3.0,Premium,Quarterly,621.36,16.0,0.0
287690.0,26.0,Male,35.0,7.0,2.0,17.0,Standard,Quarterly,853.76,28.0,0.0
442663.0,29.0,Male,48.0,6.0,0.0,14.0,Premium,Quarterly,903.36,1.0,0.0
277187.0,43.0,Male,21.0,11.0,3.0,4.0,Standard,Quarterly,539.25,22.0,0.0
9416.0,56.0,Female,56.0,16.0,6.0,19.0,Basic,Annual,355.0,28.0,1.0
329971.0,28.0,Male,13.0,29.0,2.0,9.0,Standard,Quarterly,742.96,10.0,0.0
339325.0,28.0,Male,9.0,22.0,1.0,15.0,Standard,Quarterly,513.69,22.0,0.0
105744.0,54.0,Female,57.0,30.0,3.0,28.0,Basic,Annual,731.0,26.0,1.0
295678.0,45.0,Female,57.0,11.0,3.0,10.0,Basic,Quarterly,990.94,5.0,0.0
25059.0,40.0,Male,22.0,8.0,3.0,16.0,Basic,Annual,352.0,3.0,1.0
382882.0,50.0,Male,6.0,18.0,3.0,17.0,Basic,Quarterly,547.41,25.0,0.0
17049.0,33.0,Male,13.0,27.0,2.0,19.0,Basic,Monthly,887.0,27.0,1.0
309785.0,29.0,Male,29.0,30.0,2.0,8.0,Premium,Annual,890.94,14.0,0.0
286419.0,34.0,Male,39.0,24.0,1.0,6.0,Premium,Annual,706.04,24.0,0.0
168560.0,29.0,Male,8.0,8.0,2.0,3.0,Basic,Quarterly,331.0,21.0,1.0
412158.0,26.0,Male,57.0,10.0,1.0,0.0,Basic,Quarterly,960.81,27.0,0.0
174630.0,36.0,Female,21.0,25.0,9.0,27.0,Basic,Quarterly,558.0,2.0,1.0
217831.0,43.0,Male,57.0,2.0,5.0,2.0,Standard,Monthly,181.96,18.0,1.0
227475.0,19.0,Male,50.0,30.0,2.0,9.0,Standard,Quarterly,114.24,3.0,1.0
312119.0,21.0,Male,19.0,18.0,0.0,16.0,Premium,Annual,563.72,21.0,0.0
170145.0,56.0,Male,7.0,13.0,9.0,14.0,Standard,Quarterly,454.0,10.0,1.0
71959.0,22.0,Male,44.0,15.0,0.0,21.0,Premium,Annual,663.0,29.0,1.0
269435.0,40.0,Male,58.0,9.0,4.0,11.0,Basic,Annual,823.5,19.0,0.0
359785.0,37.0,Female,58.0,16.0,0.0,15.0,Basic,Annual,756.25,6.0,0.0
401955.0,49.0,Male,8.0,26.0,0.0,15.0,Basic,Quarterly,928.81,29.0,0.0
67680.0,50.0,Female,55.0,23.0,0.0,21.0,Premium,Annual,739.0,7.0,1.0
205001.0,60.0,Female,41.0,16.0,9.0,24.0,Standard,Annual,636.63,17.0,1.0
404339.0,37.0,Male,18.0,11.0,1.0,7.0,Standard,Annual,772.55,8.0,0.0
341577.0,42.0,Male,4.0,9.0,0.0,16.0,Standard,Quarterly,598.88,8.0,0.0
319765.0,32.0,Male,2.0,30.0,3.0,18.0,Premium,Annual,993.65,25.0,0.0
38274.0,36.0,Male,8.0,8.0,9.0,19.0,Premium,Annual,302.0,21.0,1.0
